"concerncode","bedrijfsnaam","plaats","geestelijkegezondheidszorg","gehandicaptenzorg","thuiszorg","omzet","winst","personeelskostentotaal","fte","jaar","perc_winst","perc_loon","omzet_fte"
"6FLUZAVS3X","Thuiszorg Geen Punt (B.V.)","Baarlo","nee","nee","ja","721851","51071","621159",NA,2016,7.1,86.1,NA
"6KPA33WDQR","Jeugdprofs B.V.","ROTTERDAM","nee","ja","nee","414792","7873","373736",NA,2016,1.9,90.1,NA
"6LFVRLFLXL","Zorgsamen B.V.","Uithoorn","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"6M6NN9EXJ9","Elzeneindhuis Oss(Stichting)","Heesch","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"6S525VNGNS","Psychologie la Croix (Stichting)","Amsterdam","ja","nee","nee","360657","359657",NA,NA,2016,99.7,NA,NA
"6T27BKS8A7","T.H.M.B. Geutjes en E.A.M.van Putten h.o.d.n. Home Intead Thuisservice Deventer Lochem Zutphen V.O.F.","Laren","nee","nee","ja","96203","12675","39558",NA,2016,13.2,41.1,NA
"6U3SFK4NZF","Sofia Zorg (V.O.F.)","Soesterberg","nee","nee","ja","119732","119732",NA,NA,2016,100,NA,NA
"6UW4FVWC66","De Steenrots (Stichting)","KATWIJK ZH","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"6WGF3JME8Q","Psychiatrie Rivierenland (Stichting)","Tiel","ja","nee","nee","1103673","2959",NA,NA,2016,0.3,NA,NA
"6YEZLRJBRP","Prisma-Praktijk (Stichting)","Utrecht","ja","nee","nee","817600","18684",NA,NA,2016,2.3,NA,NA
"6Z46R7RUE4","Cohen Psychologen B.V.","Amsterdam","ja","nee","nee","713647","177816","521348",NA,2016,24.9,73.1,NA
"743FVHL99T","Dienstencentrum Oud Burgeren Gasthuis (Stichting)","NIJMEGEN","nee","nee","ja","4979905","-139427","3888167",NA,2016,-2.8,78.1,NA
"744MFKKH6K","PrivaZorg AWBZ B.V.","AMERSFOORT","nee","nee","ja","27946780","1694563",NA,NA,2016,6.1,NA,NA
"7458YBMR77","Reinier van Arkel (Stichting)","'S-HERTOGENBOSCH","ja","nee","nee","107653735","3365021","73149119",NA,2016,3.1,67.9,NA
"745QEDZU3B","Geestelijke Gezondheidszorg Oost Brabant (Stichting)","BOEKEL","ja","nee","nee","129665409","2184309","93859727",NA,2016,1.7,72.4,NA
"746F8XPPM7","Praktijk van Waterschoot B.V.","BREDA","ja","nee","nee","5668858","720672","3865922",NA,2016,12.7,68.2,NA
"746GMFUWK9","CCC Zorg Midden-Brabant (Stichting)","TILBURG","nee","nee","ja","1267319","-42527","1218331",NA,2016,-3.4,96.1,NA
"74777XDPJK","Protestants Christelijk Zorgcentrum De Riederborgh (Stichting)","RIDDERKERK","nee","nee","ja","13686099","-508987","10272939",NA,2016,-3.7,75.1,NA
"747RWZPGG9","Laurens (Stichting)","ROTTERDAM","nee","nee","ja","298463000","-14899000","230659000",NA,2016,-5,77.3,NA
"7486FPJ7X6","GGZ inGeest (Stichting)","AMSTERDAM","ja","nee","nee","121611926","-6537170","101469147",NA,2016,-5.4,83.4,NA
"748EY5Q5BK","De Bascule (Stichting)","DUIVENDRECHT","ja","nee","nee","51200856","35678","40522703",NA,2016,0.1,79.1,NA
"748XPE9CLG","Hospice Dignitas (Stichting)","HOORN NH","nee","nee","ja","948362","-128435","796254",NA,2016,-13.5,84,NA
"749M4RPQYG","Assagioli (Stichting)","HAREN GN","ja","nee","nee","1107667","5548","892354",NA,2016,0.5,80.6,NA
"74AF4JYYC6","Zonnehuisgroep Vlaardingen (Stichting)","VLAARDINGEN","nee","nee","ja","42592810","125865","31401785",NA,2016,0.3,73.7,NA
"74AVGZGGUB","Zorgstroom (Stichting)","MIDDELBURG","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"74BNPR6FYK","Nieuw Unicum (Stichting)","ZANDVOORT","nee","ja","ja","25127683","667999","16949942",NA,2016,2.7,67.5,NA
"74CAUCVKV7","Geriant (Stichting)","HEERHUGOWAARD","ja","nee","nee","10244047","147800","8242121",NA,2016,1.4,80.5,NA
"74DEMLTXP6","Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie (Stichting)","OEGSTGEEST","ja","nee","nee","20235269","143828","16571471",NA,2016,0.7,81.9,NA
"74E2W7YAPT","Woon- en Zorgcentrum Friso (Stichting)","ALMELO","nee","nee","ja","4587277","374133","2697642",NA,2016,8.2,58.8,NA
"74GFFWF2UG","Moveoo (Stichting)","ROERMOND","ja","nee","nee","13533514","792759","8707880",NA,2016,5.9,64.3,NA
"74HNQF2UJ7","Parnassus (Stichting)","AMSTERDAM","nee","nee","ja","2038010","94470","1971721",NA,2016,4.6,96.7,NA
"74J6TUGECG","Corridor Dienstverlening (Stichting)","ROTTERDAM","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"74KCN4C82K","AxionContinu groep (Stichting)","UTRECHT","nee","nee","ja","99456951","740408","68798091",NA,2016,0.7,69.2,NA
"74KPXTKYW9","Thuiszorg het Centrum (Stichting)","UTRECHT","nee","nee","ja","4340702","792968","3254694",NA,2016,18.3,75,NA
"74LGS3T28K","Evangelisch Begeleidingscentrum (Stichting)","'T HARDE","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"74LTQCWBTG","Samen Zorgen (Stichting)","HERVELD","nee","nee","ja","10424901","-509941","7681144",NA,2016,-4.9,73.7,NA
"74NDR65EWB","Sint Pieters en Bloklands Gasthuis (Stichting)","AMERSFOORT","nee","nee","ja","12595735","-243342","8296463",NA,2016,-1.9,65.9,NA
"74NLDS7G27","De Forensische Zorgspecialisten (Stichting)","UTRECHT","ja","nee","nee","75975204","-1578929","58993038",NA,2016,-2.1,77.6,NA
"74NSGKN76G","Bartholomeus Gasthuis (Stichting)","UTRECHT","nee","nee","ja","7344507","37276","4849954",NA,2016,0.5,66,NA
"74PCNKAHE7","Woonzorgcentrum Raffy (Stichting)","BREDA","nee","nee","ja","9929089","-75797","6891933",NA,2016,-0.8,69.4,NA
"74PPXA4TKB","De Viersprong (Stichting)","HALSTEREN","ja","nee","nee","30007929","468666","23545384",NA,2016,1.6,78.5,NA
"74Q82GQ3F6","Joris Zorg (Stichting)","OIRSCHOT","nee","nee","ja","18274390","640385","11702925",NA,2016,3.5,64,NA
"74QH58VSQG","Groenhuysen (Stichting)","ROOSENDAAL","nee","nee","ja","111549958","512428","71232049",NA,2016,0.5,63.9,NA
"74QPAL39RK","Zorgstichting 't Heem (Stichting)","UDENHOUT","nee","nee","ja","13286874","-753784","9558464",NA,2016,-5.7,71.9,NA
"74QZC99VN9","Zorgorganisatie Het Hoge Veer (Stichting)","RAAMSDONKSVEER","nee","nee","ja","10804265","-33071","7182664",NA,2016,-0.3,66.5,NA
"74R4BBGC79","Zorgcentrum Aelsmeer (Stichting)","AALSMEER","nee","nee","ja","10715172","-777907","8706676",NA,2016,-7.3,81.3,NA
"74R8SMU74T","Dag- en Woonvoorzieningen Westelijk Noord-Brabant / SDW (Stichting)","ROOSENDAAL","nee","ja","nee","46251329","273701","32409813",NA,2016,0.6,70.1,NA
"74RQ9RD5M6","Eykenburg (Stichting)","DEN HAAG","nee","nee","ja","20032576","-204140","14408358",NA,2016,-1,71.9,NA
"74S4W9WWN7","Zorg Advies Bureau Haaglanden (ZAB) B.V.","DEN HAAG","nee","nee","ja","3535618","315704","2888576",NA,2016,8.9,81.7,NA
"74SW7LXXRG","Geestelijke Gezondheidszorg Delfland (Stichting)","DELFT","ja","nee","nee","71296568","1143194","53167640",NA,2016,1.6,74.6,NA
"74UBCPB7PB","Alkcare (Stichting)","OUDORP NH","nee","nee","ja","11501778","545869","8359093",NA,2016,4.7,72.7,NA
"74UY2NMWXG","Waterlandziekenhuis (Stichting)","PURMEREND","ja","nee","nee","108356051","119140","66286465",NA,2016,0.1,61.2,NA
"74WKN3QLVT","Woonzorgcentra Flevoland (Stichting)","LELYSTAD","nee","nee","ja","30138802","60871","21787677",NA,2016,0.2,72.3,NA
"74YHQ6LL66","Topaz (Stichting)","LEIDEN","nee","nee","ja","86366995","1276722","59047528",NA,2016,1.5,68.4,NA
"74YPSK77ER","DSV (Stichting)","Katwijk","nee","nee","ja","24063946","-884493","17394418",NA,2016,-3.7,72.3,NA
"74YZ9S55KT","Rivierduinen (Stichting)","LEIDEN","ja","nee","nee","161926000","-8273000","121747000",NA,2016,-5.1,75.2,NA
"74Z5J64M57","De Lichtenvoorde (Stichting)","LICHTENVOORDE","nee","ja","nee","33230858","552078","22657044",NA,2016,1.7,68.2,NA
"74ZFTTRBYR","Robert Coppes Stichting","VUGHT","nee","ja","nee","7819283","45780","5142671",NA,2016,0.6,65.8,NA
"74ZUW42Z9B","Thuiszorg en Maatschappelijk Werk Rivierenland (Stichting)","TIEL","nee","nee","ja","60922961","-1236592","50908797",NA,2016,-2,83.6,NA
"74ZV3YAFDG","Eleos, Stichting Gereformeerde Geestelijke Gezondheidszorg","AMERSFOORT","ja","nee","nee","37692000","3896000","25313400",NA,2016,10.3,67.2,NA
"75S48GD7FC","Stichting Boomerang Zorg","Amsterdam","nee","ja","nee","620500","274253","163220",NA,2016,44.2,26.3,NA
"795LYUVYEZ","Rinaldo en Esther Koppen t.h.o.d.n. Home Instead Midden-Limburg V.O.F.","Weert","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"7DN8ZQBUCX","Hoeve de Kaolder B.V.","BAEXEM","ja","nee","nee","2040024","190781","1469647",NA,2016,9.4,72,NA
"7F2EKCNUVR","Nusantara Zorg (Stichting)","UGCHELEN","nee","nee","ja","12004970","253554","7999380",NA,2016,2.1,66.6,NA
"7F433QQP39","Daelzicht (Stichting)","HEEL","nee","ja","nee","84636452","-4225752","58683063",NA,2016,-5,69.3,NA
"7FFDXBZRXT","ZZG Zorggroep (Stichting)","GROESBEEK","nee","nee","ja","128294748","1665596","98476699",NA,2016,1.3,76.8,NA
"7FFLNWM24R","Welcom (Stichting)","DIDAM","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"7FFS5RFHYB","Pluryn Hoenderloo Groep (Stichting)","NIJMEGEN","ja","ja","nee","403868046","4163611","287592689",NA,2016,1,71.2,NA
"7FHGY8SSZR","Cello (Stichting)","VUGHT","nee","ja","nee","111340628","2715592","75803507",NA,2016,2.4,68.1,NA
"7FMRR3X2P7","Zorggroep Raalte (Stichting)","RAALTE","nee","nee","ja","17063925","739627","11330045",NA,2016,4.3,66.4,NA
"7FTE2HC9D9","Tactus Verslavingszorg (Stichting)","DEVENTER","ja","nee","nee","75304976","839867","57152643",NA,2016,1.1,75.9,NA
"7FXR6B89Y6","Terwille (Stichting)","GRONINGEN","ja","nee","nee","5003146","471062","3471070",NA,2016,9.4,69.4,NA
"7H5VEQZQPK","Jan Arends B.V.","ZWOLLE","ja","nee","nee","5965779","167401","4108342",NA,2016,2.8,68.9,NA
"7H7ZTJGSLT","Fokus Exploitatie (Stichting)","GRONINGEN","nee","ja","nee","86075231","1336691","76615266",NA,2016,1.6,89,NA
"7H8RUYKFE6","KinderThuisZorg (Stichting)","WINTERSWIJK","nee","nee","ja","18990168","1908393","13318247",NA,2016,10,70.1,NA
"7H9ERWDL3R","Exploitatie Hospice Alkmaar (Stichting)","ALKMAAR","nee","nee","ja","1333165","-33720","927294",NA,2016,-2.5,69.6,NA
"7H9J4BPC8T","De Hezenberg, Centrum voor Pastorale Zorg (Stichting)","HATTEM","ja","nee","nee","1535798","492","989942",NA,2016,0,64.5,NA
"7H9MKDGKS6","U-center B.V.","EPEN","ja","nee","nee","11502880","473214","5818883",NA,2016,4.1,50.6,NA
"7HAB45STL7","Directzorg Nederland B.V.","BRIELLE","nee","nee","ja","12351668","237378","11176696",NA,2016,1.9,90.5,NA
"7HAGRPVHPG","Atlant Zorggroep (Stichting)","APELDOORN","nee","nee","ja","55529938","537824","36702264",NA,2016,1,66.1,NA
"7HEL7QVFR9","Cirya GGZ B.V.","DORDRECHT","ja","nee","nee","1992064","-95145","1642129",NA,2016,-4.8,82.4,NA
"7HEMTEHZQ7","GGMD voor Doven en Slechthorenden (Stichting)","GOUDA","ja","ja","nee","12649638","-672325","11373342",NA,2016,-5.3,89.9,NA
"7HESL7E6FK","Vrijwaard (Stichting)","DEN HELDER","nee","nee","ja","17342101","-512020","11842666",NA,2016,-3,68.3,NA
"7HHDBZR37K","Oosterlengte (Stichting)","WINSCHOTEN","nee","nee","ja","62868376","-1071853","47189117",NA,2016,-1.7,75.1,NA
"7HHMMUU939","De Linde (Stichting)","HAARLEM","ja","ja","nee","2695003","55947","2182323",NA,2016,2.1,81,NA
"7HHS924JXT","Zorggroep Elde (Stichting)","Boxtel","nee","nee","ja","55344920","732757","38393302",NA,2016,1.3,69.4,NA
"7HK8XRYTXR","Psygro B.V.","ZAANDAM","ja","nee","nee","3400711","125735","2891269",NA,2016,3.7,85,NA
"7HNJFMEHU9","D.W.R.P. (Stichting)","AMSTERDAM","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"7HPQ422DY9","Kraamzorg Monique Boer B.V.","ENS","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"7HQ4N6AR56","Sjaloom Zorg (Stichting)","DIRKSLAND","nee","ja","nee","11729278","48160","7575358",NA,2016,0.4,64.6,NA
"7HQ8A83A2B","Prokino (Stichting)","AMSTERDAM","ja","nee","nee","33216005","1210158","23781809",NA,2016,3.6,71.6,NA
"7HRFMQ9FQT","Stam B.V.","HEERENVEEN","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"7HRV9BD8F7","Joling Thuiszorg B.V.","GRONINGEN","nee","nee","ja","896298","42423","811927",NA,2016,4.7,90.6,NA
"7HSFTSNGDK","S & L zorg (Stichting)","Roosendaal","nee","ja","nee","33144969","590485","20911893",NA,2016,1.8,63.1,NA
"7HSVL9TW6R","Zorgcombinatie Interzorg (Stichting)","FERWERT","nee","nee","ja","10914042","175589","8776421",NA,2016,1.6,80.4,NA
"7HTRNQMQVR","Stichting Milo: Wegbereiders in communicatie","Schijndel","nee","ja","nee","2156380","89851","1547313",NA,2016,4.2,71.8,NA
"7HX86GVML6","Warm Thuis, wonen en welzijn voor mensen met dementie (Stichting)","OTERLEEK","nee","nee","ja","4471339","85370","3105133",NA,2016,1.9,69.4,NA
"7HXWGCHB69","Duozorg Verpleegkundige Thuiszorg (Eenmanszaak)","KRIMPEN AAN DEN IJSSEL","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"7HY8S67E59","Doenersdreef Zorg B.V.","ALMERE","nee","ja","nee","4504308","-96002","2872657",NA,2016,-2.1,63.8,NA
"7HYW5TLYY7","Catharina (Stichting)","ARNHEM","nee","nee","ja","26217197","1219918","16856051",NA,2016,4.7,64.3,NA
"7HZGWM27GK","Cura Twente (Eenmanszaak)","ENSCHEDE","nee","ja","nee","320214","92418","109504",NA,2016,28.9,34.2,NA
"7JUE7V3PFW","Rosorum Zorgexploitatie B.V.","ARNHEM","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"7KLVLZVY7B","Mivada Care (B.V.)","Oostvoorne","nee","nee","ja","694046","243923","409974",NA,2016,35.1,59.1,NA
"7KWVK9RLD8","ConnectedTogether (B.V.)","Almere","ja","nee","nee","409474","182969","201642",NA,2016,44.7,49.2,NA
"7MCAE4QQMH","Therapeutische Zorginstelling De Oase (Stichting)","VARIK","ja","nee","nee","888372","285430","286029",NA,2016,32.1,32.2,NA
"7N2ETMAWSC","Treangel TopZorg B.V.","Brunssum","ja","nee","nee","436860","77691","347186",NA,2016,17.8,79.5,NA
"7NSFS5WFFR","EvitaA B.V.","OCHTEN","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"7P832GT8AL","Wijkverpleging Carpe Diem U.A.","ALMERE","nee","nee","ja","8633","-944",NA,NA,2016,-10.9,NA,NA
"7QKWRCVWWK","GGZ Holland (Stichting)","ROTTERDAM","ja","nee","nee","58143","-226","56980",NA,2016,-0.4,98,NA
"7R2JXSF8ZZ","AERREA B.V.","Zaandijk","ja","nee","nee","298839","287","221374",NA,2016,0.1,74.1,NA
"7R7JXFSQE3","Rensis (Stichting)","BERGEIJK","nee","ja","nee","798014","-10147","431182",NA,2016,-1.3,54,NA
"7RAEX2R6MX","Awa (Eenmanszaak)","Almere","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"7RAHCBNAHC","Levéo Specialisten B.V.","ROTTERDAM","ja","nee","nee","2397624","18117","1932608",NA,2016,0.8,80.6,NA
"7RLUJ5EWXP","Oriant Zorg (Eenmanszaak)","HENGELO","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"7RM925GW7Y","Training en Adviesbureau Kuipers en Houtman B.V.","RODEN","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"7RP6WEUA8N","PsyMens B.V.","WOERDEN","ja","nee","nee","3350583","490202","2129790",NA,2016,14.6,63.6,NA
"7RPJSVQMT2","R95 Routes naar Zorg Groningen B.V.","GRONINGEN","ja","nee","nee","1778743","-50802","1395916",NA,2016,-2.9,78.5,NA
"7RQR73RK3P","Psycho Medisch Centrum Noord-Holland V.O.F.","ZAANDAM","ja","nee","nee","232565","106597","85530",NA,2016,45.8,36.8,NA
"7RRZZXHE53","Thuiszorg Eanske (Eenmanszaak)","ENSCHEDE","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"7RWW9LRSB3","Subliem Zorg (Eenmanszaak)","AMSTERDAM","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"7RZ7GJ7YVU","Medipsy B.V.","WEERT","ja","nee","nee","451963","28605","210472",NA,2016,6.3,46.6,NA
"7RZ8B8JTLN","t Pluspunt (Eenmanszaak)","CREIL","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"7UYFQZFP57","Bedriuwenpleats ""It Aventoer"" B.V.","OENTSJERK","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"7VWAQQTAJQ","HEEMZORG (V.O.F)","Zelhem","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"7WF6QGMSJQ","Autstekend V.O.F.","ALKMAAR","ja","nee","nee","371157","31468","221124",NA,2016,8.5,59.6,NA
"7XYPJAFV6N","Zorgboerderij Stal de Schultenhof B.V.","TUBBERGEN","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"7Z3QF5YZGC","CareHouse Holding B.V.","AMSTERDAM","ja","nee","nee","4682155","12673","2994511",NA,2016,0.3,64,NA
"7Z4F65RCXZ","Kiek! B.V. (Praktijk voor Kinder- en Jeugdpsychologie)","MIDDELBURG","ja","nee","nee","1247920","204255","794423",NA,2016,16.4,63.7,NA
"7Z4GBJ4QYP","KadeZorg (Stichting)","AMERSFOORT","nee","nee","ja","223191","3466","150999",NA,2016,1.6,67.7,NA
"7ZCBKGD8U3","B.V. Frans Hals IJmond","HAARLEM","ja","nee","nee","2626972","44301","2052117",NA,2016,1.7,78.1,NA
"7ZCJYMPYKX","Psychologen Praktijk Best B.V.","Best","ja","nee","nee","496281","83245","340529",NA,2016,16.8,68.6,NA
"7ZMAPUNYW3","Het MaatHuis (Stichting)","DELDEN","nee","ja","nee","1681897","-5999","741844",NA,2016,-0.4,44.1,NA
"7ZMEUN76JP","Het Venster (Stichting)","Eindhoven","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"7ZQ94WABWN","Dagbesteding - Arbeid - Training / DAT (Stichting)","DEN HAAG","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"7ZQXLJ2QG2","De Beukenhorst B.V.","HOOGHALEN","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"7ZRRD6SNQZ","Happy Move V.O.F.","PAPENDRECHT","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"7ZUWLXCXEC","Expert Zorg en Werk B.V.","Veendam","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"7ZZCQGU83H","Gezinsbegeleiding Autisme V.O.F.","CULEMBORG","ja","nee","nee","0","-737975","557366",NA,2016,-Inf,Inf,NA
"8B572V2AZL","Coöperatie ZorgKring Dementie U.A.","Groningen","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"8DSS22X99V","Hulp at Home - Zorg & Maatschappelijke dienstverlening (Eenmanszaak)","SITTARD","ja","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"8E3LFC36UL","Coöperatie Hesterhuizen U.A.","Nieuwkuijk","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"8EVG9L25TQ","Coöperatie Samenwerkende Zorgprofessionals Limburg U.A. (CSZL)","LANDGRAAF","nee","nee","ja","223475","15346","188383",NA,2016,6.9,84.3,NA
"8EXAX643TM","Het Spant V.O.F.","VELDHOVEN","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"8SZM33VSBE","Basis & Eenheid V.O.F.","Oldemarkt","ja","nee","nee","67224","43318","0",NA,2016,64.4,0,NA
"8T5PJ2XBZF","Home Instead Thuisservice Tilburg e.o. B.V.","Tilburg","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"8U4CGB23WJ","Synthese iGGz B.V.","'s-Gravenhage","ja","nee","nee","113746","55421","33539",NA,2016,48.7,29.5,NA
"8VNRL7JWEM","Goed voor Goed(Stichting)","Middelharnis","nee","ja","nee","281091","83418","94266",NA,2016,29.7,33.5,NA
"8W3288C2SR","Zorgnetwerk Op Maat Coöperatie UA","EPSE","nee","ja","nee","286249","26414","0",NA,2016,9.2,0,NA
"8WT95JSQ3L","Aanzien B.V.","AMERSFOORT","nee","ja","nee","1028120","74706","690396",NA,2016,7.3,67.2,NA
"8WZNQPD6L9","Veehouderij Groot Kootwijk(Maatschap)","Barneveld","nee","ja","nee",NA,NA,NA,NA,2016,NA,NA,NA
"8Z772RD7ME","Snijders & Müllges Centrum voor Psychotherapie B.V.","Heerlen","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"8Z8XRVEL8S","Hineni (Stichtng)","Adorp","nee","ja","nee","180236","1475","146118",NA,2016,0.8,81.1,NA
"92F2JRYTFZ","Invivo Clinics B.V.","AMSTELVEEN","ja","nee","nee","1345730","145743","919209",NA,2016,10.8,68.3,NA
"9564ZF8TY2","De Goede Richting (Stichting)","ALMERE","ja","nee","nee",NA,NA,NA,NA,2016,NA,NA,NA
"956QGA5S5N","De Bregthoeve ZORG B.V.","SCHOORL","nee","nee","ja","750485","168601","214186",NA,2016,22.5,28.5,NA
"95C2RKNC6C","Florius Zorg (Stichting)","DEN HAAG","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"95EG2R6BSH","GGZ-Reflection Haaglanden B.V.","DEN HAAG","ja","nee","nee","420870","14708","335464",NA,2016,3.5,79.7,NA
"95RPXTEMY3","MT Thuiszorg B.V.","ZWOLLE","nee","nee","ja","487323","17406","360651",NA,2016,3.6,74,NA
"95UURN3TRH","Medical Zorg V.O.F.","UTRECHT","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"95YRX8KXQC","Depse Zorg en Hulpverlening (Eenmanszaak)","Dordrecht","nee","nee","ja","454501","249851","150055",NA,2016,55,33,NA
"9B2PFXJ3P9","De Ark Gemeenschap Regio Gouda (Stichting)","GOUDA","nee","ja","nee","941560","-58601","719742",NA,2016,-6.2,76.4,NA
"9B4AXKD347","Heemz.org (Stichting)","Nieuwe Niedorp","ja","ja","nee","1","-1","1",NA,2016,-100,100,NA
"9B4EHSP9XB","Hier (Stichting)","WINTERSWIJK","ja","nee","nee","1447662","570711","876951",NA,2016,39.4,60.6,NA
"9B6KSXTTRT","De Wijngaerd (Stichting)","MADE","nee","nee","ja","7363123","-175650","4579066",NA,2016,-2.4,62.2,NA
"9B7CRUXWVR","Excellent Leven (Stichting)","NAARDEN","nee","nee","ja","455956","53474","394531",NA,2016,11.7,86.5,NA
"9B8RFYGLMK","Esdege-Reigersdaal (Stichting)","BROEK OP LANGEDIJK","nee","ja","nee","120133452","1654592","90520447",NA,2016,1.4,75.3,NA
"9B9D8BWBR6","Het Raamwerk (Stichting)","NOORDWIJKERHOUT","nee","ja","nee","38524996","974656","26236792",NA,2016,2.5,68.1,NA
"9B9L6WXZTT","WonenPlus (Stichting)","GELEEN","nee","ja","nee","5939707","266080","4254569",NA,2016,4.5,71.6,NA
"9B9MGDNJNK","De Parabool (Stichting)","SCHALKHAAR","nee","ja","nee","15014520","-774842","11158609",NA,2016,-5.2,74.3,NA
"9BAFG3C8WR","Humanitas (Stichting)","ROTTERDAM","nee","nee","ja","127271015","-8017765","103888421",NA,2016,-6.3,81.6,NA
"9BAKMJ77VG","Ouderenzorg Kapelle (Stichting)","KAPELLE","nee","nee","ja",NA,NA,NA,NA,2016,NA,NA,NA
"9BBLZB9YZR","De Brug Midden-Nederland (Stichting)","KATWIJK","ja","nee","nee","1263098","2440","852344",NA,2016,0.2,67.5,NA
"9BCJQFYA37","JP van de Bent, Stichting voor Verlening van Diensten aan Mensen met een Handicap","DEVENTER","nee","ja","nee","120488751","5132013","89745207",NA,2016,4.3,74.5,NA
"9BCXBMH48B","Abrona (Stichting)","HUIS TER HEIDE UTR","nee","ja","nee","80341778","4946190","50703371",NA,2016,6.2,63.1,NA
"9BDJQSFXXT","Zorgbeheer De Zellingen (Stichting)","CAPELLE AAN DEN IJSSEL","nee","nee","ja","53493339","1785024","39022454",NA,2016,3.3,72.9,NA
"9BE2KLCKHB","IJsselmonde-Oost (Stichting)","RIDDERKERK","nee","ja","nee","5600581","-528982","4271821",NA,2016,-9.4,76.3,NA
"9BESD77QQ9","Prezzent (Stichting)","ZALTBOMMEL","nee","ja","nee","7793627","351802","4661759",NA,2016,4.5,59.8,NA
"9BH2SUTUTG","European Social Projects Office (ESPO) B.V.","ROTTERDAM","nee","nee","ja","610926","172757","347811",NA,2016,28.3,56.9,NA
"9BHDTZHXA9","Pergamijn (Stichting)","ECHT","nee","ja","nee","71341672","-516902","49838885",NA,2016,-0.7,69.9,NA
"9BJ7W3L85G","Proteion Groep (Stichting)","HAELEN","nee","nee","ja","108343282","-5534418","86034457",NA,2016,-5.1,79.4,NA
"9BKCAR3LLT","Boogh (Stichting)","HARMELEN","nee","ja","nee","7618866","283743","4475063",NA,2016,3.7,58.7,NA
"9BKHNDS6T9","Vanboeijen (Stichting)","ASSEN","nee","ja","nee","84836000","-3517000","61237000",NA,2016,-4.1,72.2,NA
"9BKPCW9C86","Maria Dommer Stichting","MAARSSEN","nee","nee","ja","8126806","223722","6334793",NA,2016,2.8,77.9,NA
"9BKZ5BVKAK","Lister (Stichting)","UTRECHT","ja","nee","nee","45836955","-2346441","32511028",NA,2016,-5.1,70.9,NA
"9BL37864UT","Protestants Christelijke Stichting Ouderenzorg Haarlemmermeer (PCSOH)","HOOFDDORP","nee","nee","ja","10138393","190357","7064952",NA,2016,1.9,69.7,NA
"9BLNWYF2J6","Ygdrasil (Stichting)","WIJHE","ja","ja","nee","4562990","681819","2874393",NA,2016,14.9,63,NA
"9BMP8AFRSR","Volckaert (Stichting)","DONGEN","nee","nee","ja","45709331","-832210","32287191",NA,2016,-1.8,70.6,NA
"9BMZ3HMBFT","Zorgaccent (Stichting)","ALMELO","nee","nee","ja","87182933","2315313","63657662",NA,2016,2.7,73,NA
"9BNAX4ZN7K","De Zijlen (Stichting)","TOLBERT","nee","ja","nee","62950645","1555435","43074423",NA,2016,2.5,68.4,NA
"9BNEHTB739","Zorggroep Maas en Waal (Stichting)","BENEDEN LEEUWEN","nee","nee","ja","37710983","-277153","27628502",NA,2016,-0.7,73.3,NA
